150862.25 1519938.875 
150708.5 1532717.5 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150862.25 1519938.875 
150708.5 1532717.5 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150708.5 1532717.5 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
150862.25 1519938.875 
